text,label
"🎭 Billets théâtre : Meilleures places disponibles",1
"🏆 Championship training: Become a winner",1
"🏆 Entraînement championnat : Devenez gagnant",1
"🔬 Research consultation: Expert scientific advice",1
"🔬 Consultation recherche : Conseil scientifique expert",1
"🎪 Circus school: Learn amazing skills",1
"🎪 École cirque : Apprenez compétences incroyables",1
"🚀 Space tourism: Once in lifetime experience",1
"🚀 Tourisme spatial : Expérience unique vie",1
"💼 Executive protection: VIP security service",1
"💼 Protection exécutive : Service sécurité VIP",1
"🏰 Castle rental: Live like nobility",1
"🏰 Location château : Vivez comme noblesse",1
"⛵ Yacht charter: Luxury ocean adventure",1
"⛵ Affrètement yacht : Aventure océan luxe",1
"🎯 Archery lessons: Hit your target",1
"🎯 Cours tir à l'arc : Atteignez votre cible",1
"🥊 Boxing training: Unleash your power",1
"🥊 Entraînement boxe : Libérez votre puissance",1
"🧘 Meditation retreat: Find inner peace",1
"🧘 Retraite méditation : Trouvez paix intérieure",1
"🎨 Art therapy: Heal through creativity",1
"🎨 Art thérapie : Guérissez par créativité",1
"🌺 Spa day: Ultimate relaxation experience",1
"🌺 Journée spa : Expérience relaxation ultime",1
"🍫 Chocolate making: Sweet skills to master",1
"🍫 Fabrication chocolat : Compétences sucrées à maîtriser",1
"🎪 Magic lessons: Amaze your friends",1
"🎪 Cours magie : Épatez vos amis",1
"🦋 Butterfly garden: Nature's beauty at home",1
"🦋 Jardin papillons : Beauté nature chez vous",1
"🏔️ Mountain climbing: Conquer new heights",1
"🏔️ Escalade montagne : Conquérez nouvelles hauteurs",1
"🌊 Surfing lessons: Ride the perfect wave",1
"🌊 Cours surf : Chevauchez vague parfaite",1
"🎿 Ski instruction: Master the slopes",1
"🎿 Instruction ski : Maîtrisez les pistes",1
"🏄 Wakeboarding: Water sports adventure",1
"🏄 Wakeboard : Aventure sports nautiques",1
"🎳 Bowling league: Strike up new friendships",1
"🎳 Ligue bowling : Nouez nouvelles amitiés",1
"🎱 Pool lessons: Become a shark",1
"🎱 Cours billard : Devenez requin",1
"🎰 Casino night: Feel the excitement",1
"🎰 Soirée casino : Ressentez excitation",1
"🎪 Carnival games: Win amazing prizes",1
"🎪 Jeux carnaval : Gagnez prix incroyables",1
"🎨 Pottery class: Shape your creativity",1
"🎨 Cours poterie : Façonnez votre créativité",1
"🧶 Knitting workshop: Craft beautiful items",1
"🧶 Atelier tricot : Créez objets magnifiques",1
"📖 Writing workshop: Tell your story",1
"📖 Atelier écriture : Racontez votre histoire",1
"🎤 Singing lessons: Find your voice",1
"🎤 Cours chant : Trouvez votre voix",1
"🎸 Guitar mastery: Play like a pro",1
"🎸 Maîtrise guitare : Jouez comme pro",1
"🥁 Drumming class: Feel the rhythm",1
"🥁 Cours batterie : Ressentez rythme",1
"🎹 Piano lessons: Create beautiful melodies",1
"🎹 Cours piano : Créez mélodies magnifiques",1
"🎺 Trumpet training: Make some noise",1
"🎺 Entraînement trompette : Faites du bruit",1
"🎻 Violin virtuoso: Master classical music",1
"🎻 Virtuose violon : Maîtrisez musique classique",1
"🪘 Percussion workshop: Beat to your rhythm",1
"🪘 Atelier percussion : Battez votre rythme",1
"🎼 Music composition: Write your symphony",1
"🎼 Composition musicale : Écrivez votre symphonie",1
"🎧 DJ course: Mix like a pro",1
"🎧 Cours DJ : Mixez comme pro",1
"🎪 Acrobatics: Defy gravity with style",1
"🎪 Acrobaties : Défiez gravité avec style",1
"🤹 Juggling mastery: Keep everything in air",1
"🤹 Maîtrise jonglage : Gardez tout en l'air",1
"🎭 Acting class: Discover your inner performer",1
"🎭 Cours théâtre : Découvrez artiste intérieur",1
"🎬 Film making: Bring stories to life",1
"🎬 Réalisation film : Donnez vie aux histoires",1
"📹 Video editing: Professional post-production",1
"📹 Montage vidéo : Post-production professionnelle",1
